10000001,20000001,30000001,Tanoo,-88510792599980500,42369443966878800,-44513525346479600,-88511903148490600,-88509256471760600,42369297927489000,42369645749263900,44513036355892800,44514111689782800,0.01575,1,0,0,1,1,1,0,0.858324,500007,1.32334E+12,3802,B
10000001,20000001,30000002,Lashesih,-103300968263126000,41707503568269900,-29856304129795000,-103301565089827000,-103299528289840000,41707467566727700,41707590413426600,29856173282506900,29856912011988000,0.01282,1,0,1,0,1,1,0,0.751689,500007,1.0184E+12,3798,B
10000001,20000001,30000003,Akpivem,-91174141133075300,43938227486247100,-56482824383339800,-91178287363603400,-91173340638605100,43938185719395200,43938444193380400,56481267537910400,56483655715390500,0.6213,1,0,0,1,0,0,0,0.846292,500007,2.47336E+12,3799,B
10000001,20000001,30000004,Jark,-93675926352178900,50604244962328900,-28403529106921600,-93677382085044700,-93675486150896600,50604201734808600,50604387914744900,28403308300704900,28406851125344300,0.3461,1,0,1,0,1,1,0,0.817001,500007,1.77141E+12,6,B
10000001,20000001,30000005,Sasta,-94782157961997600,43126247352903300,-31896707679917900,-94782866241535400,-94777738348823600,43126190605720800,43126597636738800,31892607357474000,31896947011688900,0.02403,1,0,0,1,0,0,0,0.814337,500007,2.56395E+12,3800,B
10000001,20000001,30000006,Zaid,-84792151138856200,52313455798179300,-57073934529882200,-84793773315320000,-84790304431444000,52313243548626200,52313642323673900,57073253488129300,57075591223245800,0.02324,1,0,1,0,0,0,0,0.864229,500007,1.73444E+12,7,B
10000001,20000001,30000007,Yuzier,-90367509013110100,53447700930943300,-49040399037769800,-90368455589897700,-90365860977341600,53447587319198200,53447898494476100,49039836463312700,49040669843782900,0.01469,0,0,0,1,0,0,0,0.906556,500007,1.29731E+12,3800,B
10000001,20000001,30000008,Nirbhi,-91576103536388400,57332802739327700,-55255057964526200,-91579534302267600,-91574341925251000,57332775890501800,57332816522733800,55252219447897200,55259653044695400,0.03981,1,0,0,1,0,0,0,0.882116,500007,3.7168E+12,3800,B
10000001,20000002,30000009,Sooma,-84094731140215200,69205928804160600,-75226052138828800,-84095782483213000,-84092995295928000,69205920050711700,69205943271846100,75225464050781400,75229135709334800,0.01479,0,1,0,0,0,0,0,0.577819,500007,1.83583E+12,3800,B1
10000001,20000002,30000010,Chidah,-80588856520120700,61645557287376700,-79770931668461800,-80590207811444200,-80584539285184800,61645378830638600,61646127437224000,79769194381150500,79772810227654700,0.07498,0,0,0,1,0,0,0,0.539052,500007,2.83426E+12,8,B1
10000001,20000002,30000011,Shenela,-69575463334855100,57122325440514700,-80659835202844500,-69575636549884600,-69574314401968300,57122244402670900,57122337658314500,80657805639471000,80660396791719600,0.0138,1,0,1,0,0,0,0,0.456959,500007,1.29558E+12,3800,B1
10000001,20000002,30000012,Asabona,-88787078299773100,57530354513983700,-96309075103911400,-88791397390007200,-88786201909693300,57530255526273100,57530842192169500,96307390631301700,96313541534761000,0.7113,1,0,1,0,0,0,0,0.322884,500007,3.07545E+12,3799,B2
10000001,20000002,30000013,Onsooh,-81778742628362000,60252693661956800,-86635426626176700,-81778794870618000,-81775151649602700,60252536029999900,60252695963483300,86629107367242500,86636044338568800,0.9844,0,0,0,1,0,0,0,0.442817,500007,3.46849E+12,6,B2
10000001,20000002,30000014,Shamahi,-77750709738421100,71722533435110200,-87922010890003800,-77752375313506200,-77748220595916900,71722505254969400,71722575240330300,87919461416316100,87928237639952300,0.569,1,0,0,1,0,0,0,0.355242,500007,4.38811E+12,3797,B2
10000001,20000002,30000015,Sendaya,-75035885475239800,47720998611999900,-95172408294045200,-75036302944088800,-75034909947497000,47720939042647100,47721024107019100,95169889007283300,95175559279052900,0.08104,1,0,0,1,0,0,0,0.293933,500007,2.83514E+12,3798,B2
10000001,20000002,30000016,Nazhgete,-83631155296696900,63723785397160200,-89813789948513800,-83631552142160000,-83628790224378200,63723771871163700,63723864808341800,89813616892692800,89816445093531900,0.01396,0,1,0,0,0,0,0,0.391497,500007,1.4141E+12,3800,B2
10000001,20000003,30000017,Futzchag,-64098583968529400,41271973465565100,-101139230377518000,-64100883467061700,-64092617515336900,41271618432199800,41272899328770000,101138522286680000,101143066585586000,0.7871,0,0,0,1,0,0,0,0.172229,500007,4.13298E+12,3801,B3
10000001,20000003,30000018,Kazna,-70142424691246200,38488582153190300,-96720410106924300,-70146352582010900,-70141340342553100,38488413727223400,38489192249684300,96717292294777300,96720853302116000,1.501,1,0,0,1,0,0,0,0.231263,500007,2.50612E+12,3799,B3
10000001,20000003,30000019,Podion,-58709857801616300,26044509386392200,-101528995159067000,-58710367381959100,-58709380756752700,26044417015128600,26044595861270200,101527134943693000,101532375865627000,0.07842,0,1,0,0,0,0,0,0.109705,500007,2.62046E+12,3798,B3
10000001,20000003,30000020,Lilmad,-72855380319923800,52909926114435700,-108165273935479000,-72858106676096200,-72847571590350200,52908524213109600,52910418067027800,108164428690670000,108170125189103000,1.172,0,1,0,0,0,0,0,0.160449,500007,5.26754E+12,3797,B3
10000001,20000003,30000021,Kuharah,-74379810853747800,32538969531086900,-100531188490154000,-74384595923121900,-74377722856504900,32538644411469600,32539111294772200,100529648275428000,100540345633738000,2.566,0,0,1,0,0,0,0,0.189705,500007,5.34868E+12,9,B3
10000001,20000003,30000022,Jayneleb,-60839427954196500,33031790950289300,-105458726104477000,-60846589878312800,-60834801964735900,33031148123022500,33032207063566300,105454773421069000,105462448629452000,0.1426,0,0,1,0,0,0,0,0.11384,500007,5.89396E+12,7,B3
10000001,20000004,30000023,Fovihi,-81553344112251100,50451257411607400,-51154633880983600,-81554719363490800,-81553223632203500,50451104540208700,50451270856471000,51150013792930500,51155952361428800,1.08,1,0,0,1,0,0,0,0.869394,500007,2.96928E+12,9,B
10000001,20000004,30000024,Kiereend,-77479080911142700,51134179715466900,-47885233482498200,-77479736282401500,-77478874101251600,51134147110880400,51134283002162700,47884604839563200,47887530200825000,0.01944,0,0,0,1,0,0,0,0.840835,500007,1.46268E+12,7,B
10000001,20000004,30000025,Rashy,-74181058770878300,50998790158899700,-44291930310919900,-74183273721831200,-74180375768494400,50998574081360100,50998856788276000,44287302661417600,44293392527686800,0.1276,0,0,0,1,0,0,0,0.803266,500007,3.04493E+12,7,B
10000001,20000004,30000026,Ordize,-66874602332344000,47305539439210500,-41604451379855000,-66879408587107900,-66872843811045000,47305174233624600,47305673060243900,41600708274942500,41610186873257900,0.2079,0,0,0,1,0,0,0,0.695564,500007,4.7393E+12,3798,B1
10000001,20000004,30000027,Psasa,-72183885785340300,42984409865412600,-45081203993618400,-72187475500435300,-72183514569166200,42984382407078700,42984412715680300,45079304931330900,45081426788826600,0.4201,0,0,0,1,0,0,0,0.749913,500007,1.98047E+12,8,B1
10000001,20000004,30000028,Eshtah,-71223584228661900,50752785941188900,-46482687207260900,-71227043048865800,-71217009936567500,50751495459745600,50753463796186900,46482340943580300,46484246018352600,0.1457,1,0,0,1,0,0,0,0.768433,500007,5.01656E+12,7,B
10000001,20000004,30000029,Lachailes,-61418700963258200,39508226756646300,-36346375132950800,-61420475251585300,-61418700663658200,39508226457046300,39508280978408800,36346248678604000,36347841445811900,0.1283,0,0,1,0,0,0,0,0.573051,500007,8.87294E+11,6,B1
10000001,20000004,30000030,Kasrasi,-59932279484657900,43233411197129200,-41564724505396500,-59932402213803400,-59930489393074800,43233081024525000,43233433834058700,41562713143121500,41565360117674600,0.1629,1,0,0,1,0,0,0,0.573076,500007,1.32349E+12,6,B1
